name,calories,carbs,fat,category
M&M’s Chocolate Candy Blizzard - Medium,840,127,30,Desserts
Oreo® Cookies Blizzard - Mini,350,52,13,Desserts
Reese’s Peanut Butter Cups Blizzard - Med,740,101,31,Desserts
Turtle Pecan Cluster Blizzard - Mini ***,430,56,20,Desserts
Cheesecake Pieces,100,10,6,Desserts
Heath Pieces,150,17,9,Desserts
Reese’s Peanut Butter Cups Pieces,140,16,8,Desserts
French Vanilla MooLatté - Small,500,80,15,Coffee
"Arctic Rush Freeze, All Flavors - Medium",470,80,12,Drinks
"Shake, Caramel - Large",960,155,29,Shakes
"Shake, Peanut Butter - Small",640,71,33,Shakes
"Malt, Banana - Medium",670,102,22,Shakes
"Malt, Chocolate - Large",1020,171,32,Shakes
"Malt, Vanilla - Small",580,89,19,Shakes
Chocolate Cone - Medium,340,54,10,Desserts
"Sundae, Caramel - Medium",430,74,11,Desserts
"Sundae, Hot Fudge - Large",610,94,21,Desserts
"Sundae, Strawberry - Small",260,44,7,Desserts
Oreo® Brownie EarthQuake® Treat,740,149,27,Desserts
Buster Bar® Treat***,460,44,28,Desserts
"DQ Log Cake, 1/8 slice",310,44,12,Desserts
1/4 lb. Mushroom Swiss GrillBurger,570,39,35,Burgers
Iron Grilled Turkey Sandwich,550,43,23,Sandwiches
Crispy Chicken Wrap,350,30,21,Sandwiches
Grilled Cheese Kids’,320,30,13,Kid's Meals
Barbecue Beef Sandwich,350,40,14,Sandwiches
Crispy Fish Sandwich,470,53,22,Sandwiches
Pancake Platter,310,57,6,Breakfast
Butterfinger® Blizzard - Mini,340,52,12,Desserts
Chocolate Xtreme Blizzard - Medium,960,130,45,Desserts
French Silk Pie Blizzard - Mini,430,57,19,Desserts
Hawaiian Blizzard - Medium,600,92,21,Desserts
Midnight Truffle Blizzard - Mini,400,54,19,Desserts
Oreo Cookies Blizzard - Medium,680,100,25,Desserts
Snickers® Blizzard - Mini,370,55,13,Desserts
Turtle Pecan Cluster Blizzard - Medium ***,1070,129,56,Desserts
Choco Chunks,150,17,10,Desserts
Strawberry Topping,25,6,0,Desserts
French Vanilla MooLatté - Large,780,129,22,Coffee
"Arctic Rush Float, All Flavors - Small",330,65,6,Drinks
"Shake, Cherry - Medium",630,94,22,Shakes
"Shake, Peanut Butter - Large",1230,120,71,Shakes
"Malt, Caramel - Small",610,95,20,Shakes
"Malt, Hot Fudge - Medium",840,126,30,Shakes
"Malt, Vanilla - Large",950,151,29,Shakes
Chocolate Cone - Small,240,37,7,Desserts
"Sundae, Caramel - Small",300,50,8,Desserts
"Sundae, Hot Fudge - Medium",440,67,15,Desserts
"Sundae, Pineapple - Large",480,77,14,Desserts
Banana Split,520,94,14,Desserts
Heath® Dilly Bar,220,25,13,Desserts
"DQ Heart Cake, 1/10 slice",290,42,11,Desserts
1/2 lb. FlameThrower® GrillBurger,1000,40,74,Burgers
Popcorn Shrimp Basket,1000,116,49,Entrees
Side Salad,20,5,0,Salads
Chicken Strip Kids’ (2),220,15,12,Kid's Meals
Corn Dog,260,26,15,Sides
DQ Ultimate® Burger,780,34,48,Burgers
Ultimate Hashbrown Platter,660,45,43,Breakfast
Banana Split Blizzard - Large,780,129,23,Desserts
Chocolate Xtreme Blizzard - Small,650,88,29,Desserts
Double Fudge Cookie Dough Blizzard - Large,1340,189,58,Desserts
Hawaiian Blizzard - Small,440,67,15,Desserts
M&M’s Chocolate Candy Blizzard - Large,1140,176,41,Desserts
Oreo Cookies Blizzard - Small,550,81,20,Desserts
Reese’s Peanut Butter Cups Blizzard - Large,1040,141,44,Desserts
Turtle Pecan Cluster Blizzard - Small ***,700,88,33,Desserts
Brownie Pieces,130,17,6,Desserts
Snickers Pieces,130,17,7,Desserts
French Vanilla MooLatté - Medium,630,101,19,Coffee
"Arctic Rush Freeze, All Flavors - Large",610,107,15,Drinks
"Shake, Cherry - Small",500,72,18,Shakes
"Shake, Peanut Butter - Medium",920,94,52,Shakes
"Malt, Banana - Large",860,134,27,Shakes
"Malt, Hot Fudge - Small",620,90,22,Shakes
"Malt, Vanilla - Medium",740,116,23,Shakes
"Milk Shakes (Vanilla, Chocolate or Strawberry)",610,74,28,Shakes
Meat Lover’s Scramble,1140,94,63,Breakfast
Chicken Sausage Patty (1),110,0,9,Breakfast
Ultimate Skillet,740,34,56,Breakfast
Pancake Puppies®,370,68,8,Sides
Fit Fare® Omelette,390,25,18,Breakfast
Chicken Wings w/ Sweet & Tangy BBQ Sauce (add dipping sauce),450,40,18,Appetizers
Classic Cheeseburger (add choices),820,47,44,Burgers
Hickory Grilled Chicken Sandwich (add choices),900,67,47,Sandwiches
Half Size Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,310,21,10,Salads
OJ Strawberry Mango,250,62,0,Drinks
Bacon Avocado Burrito w/ hash browns,1010,91,59,Breakfast
Eggs (2),250,1,21,Breakfast
All  -  American Slam® (add choices),800,5,68,Breakfast
Bacon Strips,140,1,11,Sides
Red  -  Skinned Potatoes,210,27,7,Sides
Moons Over My Hammy Omelette™ w/ hash browns (add choices),770,31,53,Breakfast
Mozzarella Cheese Sticks (add marinara sauce),560,58,20,Appetizers
Double Cheeseburger (add choices),1400,49,87,Burgers
Prime Rib Philly Melt (add choices),670,52,36,Sandwiches
"French Fries, salted",430,50,23,French Fries
Broccoli,25,4,0,Sides
Vegetable Rice Pilaf,190,35,3,Sides
Coconut Cream Pie,630,65,39,Desserts
Pacific Chiller,210,54,0,Drinks
Banana Pecan Pancake Breakfast,780,130,15,Breakfast
Egg Whites (2),50,1,0,Breakfast
Belgian Waffle Slam®,820,32,64,Breakfast
Bagel & Cream Cheese,428,48,12,Sides
English Muffin / no margarine,130,25,1,Sides
Sausage Links (4),370,4,34,Sides
Ultimate Omelette® (add choices),620,8,48,Breakfast
Sampler™ (add sauce),1380,139,71,Appetizers
Mushroom Swiss Burger (add choices),860,51,48,Burgers
Spicy Buffalo Chicken Melt (add choices),860,76,48,Sandwiches
Pineapple Dream™,180,47,0,Drinks
Country  -  Fried Steak & Eggs (add choices),660,29,43,Breakfast
English Muffin / no margarine,130,25,1,Breakfast
Sausage Links,180,2,17,Breakfast
Fit Slam®,390,46,12,Breakfast
Bowl of Harvest Oatmeal w/ Milk,370,74,5,Sides
"Everything Hash Browns w/ onions, cheese & country gravy",340,33,21,Sides
Strawberry Lemonade,200,50,0,Drinks
Harvest Oatmeal Breakfast,530,93,11,Breakfast
Grilled Ham Slice,120,8,5,Breakfast
Seasonal Fruit,70,18,0,Breakfast
French Toast Slam®,780,35,58,Breakfast
Buttermilk Biscuit,190,24,9,Sides
Fruit   -   Banana,110,29,0,Sides
Slices of Toast w/ margarine,270,31,13,Sides
Western Omelette w/ hash browns (add choices),700,32,46,Breakfast
Smothered Cheese Fries,860,75,53,Appetizers
Veggie Burger w/ balsamic vinaigrette & Fit Fare® fresh veggies,540,76,13,Burgers
Strawberry Mango Pucker™,220,56,0,Drinks
Moons Over My Hammy® (add choices),760,51,41,Breakfast
Grits w/ margarine,220,44,3,Breakfast
Slices of Toast w/ margarine,270,31,13,Breakfast
Lumberjack Slam® (add choices),960,80,50,Breakfast
Cheddar Cheese Hash Browns,300,26,19,Sides
Fruit   -   Grapes,55,29,0,Sides
Turkey Bacon Strips,180,1,11,Sides
Basket of Puppies w/o syrup,510,100,11,Appetizers
Three  -  Dip & Chips,560,72,25,Appetizers
Western Burger (add choices),1010,69,55,Burgers
Chicken Deluxe Salad  -  Grilled Chicken (add choices),340,13,13,Salads
Groovy Mango,270,71,0,Shakes
Southwestern Steak Burrito w/ hash browns,1120,101,63,Breakfast
Hash Browns,210,26,12,Breakfast
Turkey Bacon Strips,90,1,5,Breakfast
The Grand Slamwich® w/ hash browns,1520,97,101,Breakfast
Chicken Sausage Patty (2),220,1,18,Sides
Grilled Ham Slice,120,8,5,Sides
Cheese Burger Flatbread,890,53,54,Appetizers
Zesty Nachos,1340,140,61,Appetizers
"Bacon, Lettuce & Tomato (add choices)",520,35,35,Sandwiches
Chicken Deluxe Salad  -  Chicken Strips (add choices),590,43,29,Salads
Strawberry Banana Bliss,250,65,0,Shakes
T  -  Bone Steak & Eggs (add choices),780,4,36,Breakfast
Oatmeal w/ Milk,200,31,5,Breakfast
Bananas Foster French Toast Skillet (add meat),860,107,33,Breakfast
Eggs (each) 2 oz = 1 egg,125,0,11,Sides
Grits w/ margarine,90,15,3,Sides
Chicken Strips w/ Buffalo Sauce (add dipping sauce),720,52,32,Appetizers
Coffee,0,0,0,Coffee
Sweet Georgia Peach,260,65,0,Shakes
Bacon Strips,70,1,5,Breakfast
"Pancakes, Buttermilk",330,67,4,Breakfast
Prime Rib Skillet,850,64,46,Breakfast
Grits w/ margarine,220,44,3,Sides
Chicken Strips w/ Sweet & Tangy BBQ Sauce (add dipping sauce),820,82,30,Appetizers
Flavored Cappuccino,100,28,2,Coffee
Heartland Scramble®,1160,110,63,Breakfast
Buttermilk Biscuit,190,24,9,Breakfast
Santa Fe Skillet,710,30,52,Breakfast
Hash Browns,210,26,12,Sides
Chicken Wings w/ Buffalo Sauce (add dipping sauces),330,3,20,Appetizers
Bacon Slamburger™ (add choices),1010,56,58,Burgers
Club Sandwich (add choices),630,55,33,Sandwiches
Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,370,32,12,Salads
"Veggies, Fit Fare®",35,5,1,Sides
Smoked Cheddar Mashed Potatoes,120,49,5,Sides
Seasonal Fruit,70,18,0,Sides
Veggie  -  Cheese Omelette (add choices),460,9,33,Breakfast
Half Size Sampler™ (add sauce),870,84,42,Appetizers
Patty Melt (add choices),1040,41,73,Burgers
The Super Bird® (add choices),610,54,29,Sandwiches
Garlic Dinner Bread,170,21,9,Sides
Corn,120,21,0,Sides
Grilled Shrimp Skewer,90,1,4,Sides
Banana Split,810,125,31,Desserts
Floats (Root Beer or Coca  -  Cola®),430,69,17,Desserts
Oreo® Blender Blaster™,890,113,44,Shakes
Fit Fare® Tilapia Ranchero,450,40,19,Entrees
Senior Club Sandwich (add choices),550,39,32,Entrees
Senior Scrambled Eggs & Cheddar Breakfast,980,73,59,Entrees
Slam® Dribblers,410,74,11,Kid's Meals
High Diving Veggies w/ ranch dressing,210,5,20,Kid's Meals
Half Size Zesty Nachos,670,70,30,Appetizers
Chicken Avocado Sandwich w/ Fit Fare® fresh veggies,520,48,16,Sandwiches
Chicken Noodle Soup,140,35,4,Soups
Seasoned Fries,630,48,47,French Fries
Garlic Dinner Bread,170,21,9,Sides
Sautéed Spinach,70,5,6,Sides
Chocolate French Silk Pie,770,59,57,Desserts
Hot Fudge Brownie A La Mode,830,122,37,Desserts
Strawberry Topping,60,14,0,Desserts
Sweet & Tangy BBQ Chicken w/ bread & veggies,900,99,33,Entrees
Senior French Toast Slam® w/ egg (add choices),550,35,37,Entrees
Track & Cheese (add side),300,45,9,Kid's Meals
Bacon Cheddar Burger (add choices),880,45,49,Burgers
Chicken Ranch Melt w/o dressing (add choices),910,76,52,Sandwiches
Clam Chowder,270,24,17,Soups
Vegetable Beef Soup,140,17,5,Soups
Golden  -  Fried Shrimp,190,20,8,Sides
Sautéed Spinach w/ Pico de Gallo & Bacon,110,6,8,Sides
Chocolate Peanut Butter Silk Pie,680,59,47,Desserts
"Ice Cream (Vanilla, Chocolate or Strawberry)",290,34,15,Desserts
Turtle Cheesecake,780,90,42,Desserts
T  -  Bone Steak & Breaded Shrimp w/ bread (add choices),900,27,54,Entrees
Senior Grilled Cheese Deluxe Sandwich (add choices),520,49,28,Entrees
Senior Starter™ (add choices),210,1,19,Entrees
Triple Play Nuggets w/ BBQ sauce (add side),340,43,13,Kid's Meals
Broccoli & Cheddar Soup,370,48,16,Soups
Hash Browns,210,26,12,Sides
Dippable Veggies / no dressing,30,5,0,Sides
Hash Browns,210,26,12,Sides
Caramel Apple Crisp,740,134,21,Desserts
Fudge Topping,150,23,6,Desserts
Oreo® Cookie Pieces,110,16,5,Desserts
Lemon Pepper Grilled Tilapia w/ bread (add choices),800,59,35,Entrees
Senior Country  -  Fried Steak w/ bread (add choices),690,51,43,Entrees
Slap Shot Slider (1) (add side),310,22,15,Kid's Meals
Home Plate Mashed Potatoes w/ brown gravy,140,52,6,Kid's Meals
Sundae Sundae Sundae!,300,36,16,Kid's Meals
Garden Salad w/o dressing,120,7,7,Salads
Coleslaw,260,15,22,Sides
Apple Pie,480,67,22,Desserts
Cookies & Cream Pie,630,67,39,Desserts
New York Style Cheesecake,510,43,34,Desserts
Fit Fare® Sweet & Tangy BBQ Chicken w/ broccoli & corn,630,56,13,Entrees
Senior Belgian Waffle Slam® w/ egg,520,25,39,Entrees
Senior Omelette (add choices),440,8,34,Entrees
Pit Stop Pizza (add side),590,70,26,Kid's Meals
Game  -  On Grapes,55,29,0,Kid's Meals
Loaded Baked Potato Soup,420,23,32,Soups
Fiesta Corn,130,26,3,Sides
Mashed Potatoes,100,55,3,Sides
Caramel Topping,190,44,1,Desserts
Glazed Pecans,200,18,15,Desserts
Pecan Pie,730,98,36,Desserts
Mushroom Swiss Chopped Steak w/ bread (add choices),1080,34,75,Entrees
Senior Fit Fare® Grilled Chicken,540,52,16,Entrees
Softball Pancake w/ meat,250,30,11,Kid's Meals
Onion Rings,520,48,36,Sides
"French Fries, salted",430,50,23,Sides
Red  -  Skinned Potatoes,210,27,7,Sides
Cherry Topping,57,14,0,Desserts
Hershey®’s Chocolate Cake,580,75,28,Desserts
Pumpkin Pie,500,77,18,Desserts
Prime Rib & Chicken Sizzlin’ Skillet,940,67,43,Entrees
Senior Fit Fare® Omelette,480,57,18,Entrees
"Spaghetti, Set, Go! (add side)",270,40,6,Kid's Meals
"Veggies, Dippable w/ ranch dressing",210,5,20,Sides
Tomato Slices,10,2,0,Sides
Chopped Nuts,190,6,17,Desserts
Lemon Meringue Layer Pie,500,82,19,Desserts
Country  -  Fried Steak w/ gravy (add choices),1170,74,74,Entrees
T  -  Bone Steak w/ bread (add choices),820,24,35,Entrees
Senior Grilled Shrimp Skewer w/ bread (add choices),450,56,15,Entrees
Chocolate Chip  -  In Pancakes,450,61,18,Kid's Meals
Finish Line Fries,430,50,23,Kid's Meals
Chocolate Topping,100,9,0,Desserts
Key Lime Pie,560,87,20,Desserts
Chicken Strips w/ bread (add choices),760,84,29,Entrees
T  -  Bone Steak & Shrimp Skewer w/ bread (add choices),1000,47,59,Entrees
Senior Grilled Chicken w/ bread (add choices),370,21,15,Entrees
Cheesy @ the Plate (add side),380,32,21,Kid's Meals
Apple Dunkers w/ caramel sauce,130,30,0,Kid's Meals
Kids’ OREO® Blender Blaster,690,88,33,Kid's Meals
"Milk Shakes (Vanilla, Chocolate or Strawberry)",610,74,28,Shakes
Fish & Chips (add dinner bread choice),1530,145,90,Entrees
Tilapia Ranchero w/ bread,630,60,27,Entrees
Senior Lemon Pepper Grilled Tilapia w/ bread (add choices),610,24,32,Entrees
Jr. Grand Slam®,380,39,19,Kid's Meals
Fishing Goldfish® Crackers,260,38,10,Kid's Meals
Cole Slaw(Large),402,28,30,Sides
Pinto Beans (Small),196,29,4,Sides
Cole Slaw(Small),134,9,10,Sides
Hand-Made Guacamole,72,3,6,Sides
Flame-Grilled Chicken Wing,91,0,5,Chicken
Chicken Tostada (no shell & no dressing),429,43,13,Salads
Flan,263,34,12,Desserts
Fosters Freeze Vanilla (Kid's Cone),200,33,5,Desserts
"6.5"" Flour Tortillas(8 pack)",869,124,29,Sides
BBQ Black Beans (Small),200,36,3,Sides
BBQ Black Beans (Small),200,36,3,Sides
Flan,263,34,12,Desserts
Chicken Tostada (no shell & no dressing),429,43,13,Salads
Pinto Beans(Small),196,29,4,Sides
Lite Shrimp Skewer,125,7,2,Appetizers
Calabash Chicken Salad,783,62,32,Salads
Traditional Caesar Salad,109,13,3,Salads
Southern Gold Ribs and Calabash Chicken,880,90,36,Entrees
"Premium Grilled Pork Chops, BBQ",876,26,52,Entrees
"FATZ Famous Fish Platter, Blackened (2 Fillets)",610,54,23,Seafood
FATZ Onyum Burger,1010,71,57,Burgers
"FATZ Famous Fish Sandwich, Key West Style",435,46,15,Sandwiches
Steamed Broccoli,51,7,1,Sides
Veggie Skewers (2 skewers),225,11,19,Sides
Cheese Fries,1027,110,55,Appetizers
Large Fiesta Nachos with Chicken,1955,190,97,Appetizers
Seabreeze Spinach Salad,382,28,24,Salads
Aloha Chicken,492,61,3,Chicken
"Babyback Ribs, Full Rack",1440,84,92,Entrees
Bleu Cheese and Peppercorn Steak Topper,106,1,8,Sides
"FATZ Famous Fish Platter, Key West Style (2 Fillets)",628,59,22,Seafood
Turkey Burger,974,58,66,Burgers
Vegetable Wrap,784,66,49,Sandwiches
Cheese Fries,449,48,24,Sides
Killer Shrimp,336,14,16,Sides
Kids Grilled Cheese Sandwich,423,37,25,Kid's Meals
"Kids Specialty Soda, Cherry Pepsi",225,58,0,Kid's Meals
"Chicken Wings, 12",467,2,35,Appetizers
Garlic Calamari,636,56,32,Appetizers
Seabreeze Spinach Salad with Grilled Aloha Chicken,563,33,26,Salads
Chicken Pot Pie w/o salad,981,77,56,Entrees
"Babyback Ribs, Half Rack",755,50,46,Entrees
Smothered Steak Topper,137,11,9,Sides
"Grilled Salmon with Corn, Tomato and Avocado Relish",791,59,39,Seafood
Big City Reuben,899,51,56,Sandwiches
Baked Potato,329,68,3,Sides
Fresh Grilled Asparagus with Lemon Butter Sauce,115,5,9,Sides
Smoked Ham,54,0,3,Sides
Kids Grilled Chicken Sandwich,336,29,11,Kid's Meals
"Kids Specialty Soda, Cherry Sprite",221,57,0,Kid's Meals
Double Fudge Brownie,1352,161,54,Desserts
Fiesta Nachos with Fire Grilled Chipotle Chicken,1073,99,56,Appetizers
Asian Chicken Salad,355,30,7,Salads
The Ultimate Chopped Chef Salad,586,19,36,Salads
"Ribs, Shrimp and Chicken Trio",838,67,35,Entrees
Certified Angus Beef Tenderloin Tips,780,62,37,Entrees
"FATZ Famous Fish Platter, Blackened (1 Fillet)",459,59,12,Seafood
Farmhouse Burger,735,31,49,Burgers
"FATZ Famous Fish Sandwich, Fried",622,71,23,Sandwiches
Red Skinned Mashed Potatoes,303,33,16,Sides
Sweet Potato Fries,425,61,19,Sides
Kids Calabash Chicken,335,39,7,Kid's Meals
Kids Pasta with Cheese Sauce,380,56,10,Kid's Meals
Kids Strawberry Freeze,233,53,2,Kid's Meals
Calabash BLT,1162,105,62,Sandwiches
Lunch Half Calabash BLT,662,46,43,Sandwiches
Lite Grilled Chopped Steak with Steamed Broccoli,518,16,29,Entrees
Classic FATZ Fish and Chips,792,81,38,Entrees
Fried Green Tomatoes,585,74,23,Appetizers
FATZ Cobb Salad,529,12,32,Salads
Veggie Salad,59,11,1,Salads
Steak and Ribs,957,39,61,Entrees
"Premium Grilled Pork Chops, Blackened",805,5,53,Entrees
"FATZ Famous Fish Platter, Fried (1 Fillet)",301,25,11,Seafood
Hickory Burger,777,52,46,Burgers
Grilled Chicken Club,1118,64,63,Sandwiches
Stone Ground Cheese Grits,537,48,27,Sides
World Famous Calabash Chicken Tenders ( 3 pieces),303,35,6,Sides
Kids Cheeseburger,506,28,31,Kid's Meals
Kids Popcorn Shrimp,329,37,7,Kid's Meals
Kids Sundae,250,41,7,Kid's Meals
Farmhouse Cheese Burger,735,31,49,Burgers
Lunch Lite Grilled Chicken Salad,255,12,11,Entrees
"Calabash, Wings, and Cheese Fries",1109,98,51,Appetizers
Large Fiesta Nachos with Beef,1989,205,100,Appetizers
Popcorn Shrimp Salad,539,26,28,Salads
Cinnamon Honey Butter (1 ounce),173,6,16,Sides
The Original FATZ Sampler,1238,102,56,Entrees
Smothered Chopped Steak,1328,63,86,Entrees
"FATZ Famous Fish Platter, Key West Style (1 Fillet)",446,59,11,Seafood
Southwestern Jalapeño Burger,1005,39,70,Burgers
Shrimp Po Boy,1188,101,72,Sandwiches
Baked Sweet Potato,366,82,1,Sides
Grilled Shrimp Skewer,146,2,7,Sides
Kids Fish and Chips,577,57,26,Kid's Meals
"Kids Specialty Soda, Cherry Diet Pepsi",100,24,0,Kid's Meals
Strawberries and Cheesecake,700,64,44,Desserts
"Cajun Firecracker Sticks, Plating",1221,87,74,Appetizers
Large Fiesta Nachos,1637,188,78,Appetizers
House Salad,379,15,24,Salads
Poppyseed Rolls (1 roll),100,16,3,Sides
TCs Hard Cider Sampler,870,58,34,Entrees
"Premium Grilled Pork Chops, Grilled",783,1,52,Entrees
"FATZ Famous Fish Platter, Fried (2 Fillets)",597,49,22,Seafood
Old Fashioned Cheeseburger,1049,46,70,Burgers
Popcorn Shrimp Wrap,649,61,29,Sandwiches
Vidalia Sweet Onion Cole Slaw,232,16,18,Sides
Fried Shrimp ( 3 pieces),175,16,4,Sides
Kids Chicken and Cheese Quesadilla,559,49,26,Kid's Meals
Kids Salad,124,4,9,Kid's Meals
"Chicken Wings, 8",311,1,23,Appetizers
Traditional Calamari,428,51,12,Appetizers
Side Caesar Salad,79,10,2,Salads
Parmesan Encrusted Chicken Pasta,1518,130,71,Entrees
Certified Angus Beef Ribeye (12 ounces),946,1,62,Entrees
Big Easy Shrimp and Fish Fry,1322,143,49,Seafood
Grilled Shrimp and Veggie Harpoons,850,51,51,Seafood
Calabash Chicken Wrap,792,85,31,Sandwiches
Cinnamon Apples,119,29,0,Sides
Lite Side Veggie Skewers (2 skewers),33,6,0,Sides
Smoked Turkey,31,0,1,Sides
Kids Grilled Salmon with Broccoli,338,8,23,Kid's Meals
"Kids Specialty Soda, Orange Diet Pepsi",110,27,0,Kid's Meals
Peanut Butter Pie,974,81,65,Desserts
Lunch Fish and Chips,792,81,38,Entrees
"Lite FATZ Famous Fish Sandwich, Blackened",497,55,16,Entrees
"Classic FATZ Famous Fish, Blackened",427,54,12,Entrees
Pot Roast,935,63,57,Entrees
Large Brownie and Cheesecake Combo Tray (per serving),394,37,21,Desserts
Pint of Pasta Salad (8 ounces),440,62,15,Sides
Small Veggie Tray,29,6,0,Sides
Fiesta Nachos,914,98,46,Appetizers
Loaded Potato Soup Cup,96,11,5,Soups
Side House Salad,210,11,13,Salads
World Famous Calabash Chicken,808,94,16,Chicken
Certified Angus Beef Sirloin (10 ounces),630,1,42,Entrees
Calabash Popcorn Shrimp,366,27,10,Seafood
Parmesan Encrusted Basa,834,74,42,Seafood
FATZ Club Sandwich,956,43,64,Sandwiches
French Fries,334,45,15,Sides
Loaded Baked Potato,458,69,15,Sides
"Ice Cream, Vanilla (4 fluid ounces)",140,15,7,Kid's Meals
Kids Hamburger,420,26,24,Kid's Meals
"Kids Specialty Soda, Orange Pepsi",235,61,0,Kid's Meals
Poppyseed Bread Pudding,681,75,33,Desserts
Lunch Grilled Cheese Sandwich,429,35,23,Sandwiches
"Lite FATZ Famous Fish Sandwich, Key West Style",486,53,16,Entrees
"Classic FATZ Famous Fish, Fried",303,22,12,Entrees
Turkey and Dressing,719,78,25,Entrees
Large Brownie Tray (per serving),435,43,18,Desserts
Pint of Sweet Vidalia Coleslaw (8 ounces),309,21,24,Sides
Small Wing Party Tray,205,0,16,Entrees
Fiesta Nachos with Tangy Ground Beef,1090,107,57,Appetizers
Loaded Potato Soup Bowl,178,21,9,Soups
Side Veggie Salad,43,8,0,Salads
Killer Shrimp and Ribs,989,64,55,Entrees
Certified Angus Beef Sirloin (6 ounces),381,1,26,Entrees
Edisto Shrimp and Grits,1165,78,60,Seafood
Black Jack Bacon Burger,752,39,50,Burgers
"FATZ Famous Fish Sandwich, Blackened",446,47,15,Sandwiches
Garden Blend Rice,210,46,0,Sides
Sauteed Spinach,211,3,21,Sides
Kids Banana Freeze,247,53,9,Kid's Meals
Kids Pasta with Alfredo Sauce,430,53,15,Kid's Meals
"Kids Specialty Soda, Orange Sprite",231,60,0,Kid's Meals
Sugar Free Chocolate Mousse,381,94,6,Desserts
Lunch Grilled Shrimp and Veggie Harpoons,334,54,2,Entrees
Lite Grilled Chicken Salad,508,18,23,Salads
"Classic FATZ Famous Fish, Key West Style",462,48,18,Entrees
BBQ Slider Tray (per slider),196,15,11,Sandwiches
Large Calabash and Wings Combo Tray (per serving),268,18,12,Entrees
